"Meddržavne selitve po državi državljanstva in spolu, Slovenija, letno"

"LETO";"DRŽAVA DRŽAVLJANSTVA";"SPOL";"SELITVE";Meddržavne selitve
"2018";"  Ukrajina";"Moški";"Priseljeni iz tujine";151
"2018";"  Ukrajina";"Ženske";"Priseljeni iz tujine";158
"2018";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";86
"2018";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";41
"2018";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";122
"2018";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";97
"2018";"AFRIKA";"Moški";"Priseljeni iz tujine";92
"2018";"AFRIKA";"Ženske";"Priseljeni iz tujine";32
"2018";"AZIJA";"Moški";"Priseljeni iz tujine";298
"2018";"AZIJA";"Ženske";"Priseljeni iz tujine";288
"2018";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";24
"2018";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";36
"2018";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";66
"2018";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";78
"2018";"  Kanada";"Moški";"Priseljeni iz tujine";4
"2018";"  Kanada";"Ženske";"Priseljeni iz tujine";13
"2018";"  Združene države";"Moški";"Priseljeni iz tujine";46
"2018";"  Združene države";"Ženske";"Priseljeni iz tujine";39
"2018";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";16
"2018";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";26
"2018";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";10
"2018";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";3
"2018";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2018";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2019";"EVROPA";"Moški";"Priseljeni iz tujine";21891
"2019";"EVROPA";"Ženske";"Priseljeni iz tujine";8447
"2019";"  Albanija";"Moški";"Priseljeni iz tujine";18
"2019";"  Albanija";"Ženske";"Priseljeni iz tujine";12
"2019";"  Avstrija";"Moški";"Priseljeni iz tujine";26
"2019";"  Avstrija";"Ženske";"Priseljeni iz tujine";24
"2019";"  Belgija";"Moški";"Priseljeni iz tujine";15
"2019";"  Belgija";"Ženske";"Priseljeni iz tujine";8
"2019";"  Bolgarija";"Moški";"Priseljeni iz tujine";484
"2019";"  Bolgarija";"Ženske";"Priseljeni iz tujine";156
"2019";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";10445
"2019";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";3347
"2019";"  Èeška republika";"Moški";"Priseljeni iz tujine";15
"2019";"  Èeška republika";"Ženske";"Priseljeni iz tujine";13
"2019";"  Èrna gora";"Moški";"Priseljeni iz tujine";70
"2019";"  Èrna gora";"Ženske";"Priseljeni iz tujine";48
"2019";"  Danska";"Moški";"Priseljeni iz tujine";2
"2019";"  Danska";"Ženske";"Priseljeni iz tujine";1
"2019";"  Francija";"Moški";"Priseljeni iz tujine";31
"2019";"  Francija";"Ženske";"Priseljeni iz tujine";22
"2019";"  Hrvaška";"Moški";"Priseljeni iz tujine";859
"2019";"  Hrvaška";"Ženske";"Priseljeni iz tujine";410
"2019";"  Italija";"Moški";"Priseljeni iz tujine";286
"2019";"  Italija";"Ženske";"Priseljeni iz tujine";128
"2019";"  Kosovo";"Moški";"Priseljeni iz tujine";2663
"2019";"  Kosovo";"Ženske";"Priseljeni iz tujine";681
"2019";"  Madžarska";"Moški";"Priseljeni iz tujine";88
"2019";"  Madžarska";"Ženske";"Priseljeni iz tujine";47
"2019";"  Nemèija";"Moški";"Priseljeni iz tujine";51
"2019";"  Nemèija";"Ženske";"Priseljeni iz tujine";28
"2019";"  Nizozemska";"Moški";"Priseljeni iz tujine";27
"2019";"  Nizozemska";"Ženske";"Priseljeni iz tujine";13
"2019";"  Poljska";"Moški";"Priseljeni iz tujine";13
"2019";"  Poljska";"Ženske";"Priseljeni iz tujine";31
"2019";"  Romunija";"Moški";"Priseljeni iz tujine";60
"2019";"  Romunija";"Ženske";"Priseljeni iz tujine";25
"2019";"  Ruska federacija";"Moški";"Priseljeni iz tujine";207
"2019";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";252
"2019";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";1007
"2019";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";588
"2019";"  Slovenija";"Moški";"Priseljeni iz tujine";2152
"2019";"  Slovenija";"Ženske";"Priseljeni iz tujine";1607
"2019";"  Srbija";"Moški";"Priseljeni iz tujine";3046
"2019";"  Srbija";"Ženske";"Priseljeni iz tujine";732
"2019";"  Švedska";"Moški";"Priseljeni iz tujine";11
"2019";"  Švedska";"Ženske";"Priseljeni iz tujine";6
"2019";"  Švica";"Moški";"Priseljeni iz tujine";6
"2019";"  Švica";"Ženske";"Priseljeni iz tujine";5
"2019";"  Ukrajina";"Moški";"Priseljeni iz tujine";130
"2019";"  Ukrajina";"Ženske";"Priseljeni iz tujine";130
"2019";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";67
"2019";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";42
"2019";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";112
"2019";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";91
"2019";"AFRIKA";"Moški";"Priseljeni iz tujine";76
"2019";"AFRIKA";"Ženske";"Priseljeni iz tujine";27
"2019";"AZIJA";"Moški";"Priseljeni iz tujine";371
"2019";"AZIJA";"Ženske";"Priseljeni iz tujine";293
"2019";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";31
"2019";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";35
"2019";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";63
"2019";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";67
"2019";"  Kanada";"Moški";"Priseljeni iz tujine";11
"2019";"  Kanada";"Ženske";"Priseljeni iz tujine";11
"2019";"  Združene države";"Moški";"Priseljeni iz tujine";36
"2019";"  Združene države";"Ženske";"Priseljeni iz tujine";41
"2019";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";16
"2019";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";15
"2019";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";13
"2019";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";5
"2019";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2019";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2020";"EVROPA";"Moški";"Priseljeni iz tujine";22482
"2020";"EVROPA";"Ženske";"Priseljeni iz tujine";12585
"2020";"  Albanija";"Moški";"Priseljeni iz tujine";33
"2020";"  Albanija";"Ženske";"Priseljeni iz tujine";11
"2020";"  Avstrija";"Moški";"Priseljeni iz tujine";69
"2020";"  Avstrija";"Ženske";"Priseljeni iz tujine";52
"2020";"  Belgija";"Moški";"Priseljeni iz tujine";18
"2020";"  Belgija";"Ženske";"Priseljeni iz tujine";6
"2020";"  Bolgarija";"Moški";"Priseljeni iz tujine";236
"2020";"  Bolgarija";"Ženske";"Priseljeni iz tujine";108
"2020";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";7695
"2020";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";3635
"2020";"  Èeška republika";"Moški";"Priseljeni iz tujine";19
"2020";"  Èeška republika";"Ženske";"Priseljeni iz tujine";21
"2020";"  Èrna gora";"Moški";"Priseljeni iz tujine";72
"2020";"  Èrna gora";"Ženske";"Priseljeni iz tujine";50
"2020";"  Danska";"Moški";"Priseljeni iz tujine";5
"2020";"  Danska";"Ženske";"Priseljeni iz tujine";0
"2020";"  Francija";"Moški";"Priseljeni iz tujine";37
"2020";"  Francija";"Ženske";"Priseljeni iz tujine";22
"2020";"  Hrvaška";"Moški";"Priseljeni iz tujine";667
"2020";"  Hrvaška";"Ženske";"Priseljeni iz tujine";537
"2020";"  Italija";"Moški";"Priseljeni iz tujine";442
"2020";"  Italija";"Ženske";"Priseljeni iz tujine";235
"2020";"  Kosovo";"Moški";"Priseljeni iz tujine";2801
"2020";"  Kosovo";"Ženske";"Priseljeni iz tujine";967
"2020";"  Madžarska";"Moški";"Priseljeni iz tujine";66
"2020";"  Madžarska";"Ženske";"Priseljeni iz tujine";57
"2020";"  Nemèija";"Moški";"Priseljeni iz tujine";101
"2020";"  Nemèija";"Ženske";"Priseljeni iz tujine";76
"2020";"  Nizozemska";"Moški";"Priseljeni iz tujine";27
"2020";"  Nizozemska";"Ženske";"Priseljeni iz tujine";13
"2020";"  Poljska";"Moški";"Priseljeni iz tujine";14
"2020";"  Poljska";"Ženske";"Priseljeni iz tujine";25
"2020";"  Romunija";"Moški";"Priseljeni iz tujine";22
"2020";"  Romunija";"Ženske";"Priseljeni iz tujine";26
"2020";"  Ruska federacija";"Moški";"Priseljeni iz tujine";203
"2020";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";239
"2020";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";841
"2020";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";636
"2020";"  Slovenija";"Moški";"Priseljeni iz tujine";6606
"2020";"  Slovenija";"Ženske";"Priseljeni iz tujine";4754
"2020";"  Srbija";"Moški";"Priseljeni iz tujine";2157
"2020";"  Srbija";"Ženske";"Priseljeni iz tujine";822
"2020";"  Švedska";"Moški";"Priseljeni iz tujine";8
"2020";"  Švedska";"Ženske";"Priseljeni iz tujine";7
"2020";"  Švica";"Moški";"Priseljeni iz tujine";7
"2020";"  Švica";"Ženske";"Priseljeni iz tujine";6
"2020";"  Ukrajina";"Moški";"Priseljeni iz tujine";118
"2020";"  Ukrajina";"Ženske";"Priseljeni iz tujine";135
"2020";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";100
"2020";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";45
"2020";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";118
"2020";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";100
"2020";"AFRIKA";"Moški";"Priseljeni iz tujine";83
"2020";"AFRIKA";"Ženske";"Priseljeni iz tujine";33
"2020";"AZIJA";"Moški";"Priseljeni iz tujine";483
"2020";"AZIJA";"Ženske";"Priseljeni iz tujine";265
"2020";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";26
"2020";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";31
"2020";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";50
"2020";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";56
"2020";"  Kanada";"Moški";"Priseljeni iz tujine";6
"2020";"  Kanada";"Ženske";"Priseljeni iz tujine";4
"2020";"  Združene države";"Moški";"Priseljeni iz tujine";29
"2020";"  Združene države";"Ženske";"Priseljeni iz tujine";29
"2020";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";15
"2020";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";23
"2020";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";13
"2020";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";3
"2020";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2020";"Neznana država";"Ženske";"Priseljeni iz tujine";0
