"Prebivalstvo, staro 15 ali veè let, po izobrazbi, petletnih starostnih skupinah in spolu, statistiène regije, letno"

"LETO";"SPOL";"STAROST";"STATISTIÈNA REGIJA";"IZOBRAZBA";Prebivalstvo, staro 15 ali veè let
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednješolska - Skupaj";115342
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Nižja poklicna, srednja poklicna";55637
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednja strokovna, srednja splošna";59705
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Višješolska, visokošolska - Skupaj";39884
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 1. stopnje ipd.";20699
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 2. stopnje ipd.";16834
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 3. stopnje ipd.";2351
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Brez izobrazbe, nepopolna osnovnošolska";2159
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Osnovnošolska";12519
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednješolska - Skupaj";26683
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Nižja poklicna, srednja poklicna";11872
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednja strokovna, srednja splošna";14811
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Višješolska, visokošolska - Skupaj";8346
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 1. stopnje ipd.";4597
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 2. stopnje ipd.";3343
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 3. stopnje ipd.";406
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Brez izobrazbe, nepopolna osnovnošolska";3448
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Osnovnošolska";15568
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednješolska - Skupaj";34712
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Nižja poklicna, srednja poklicna";16637
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednja strokovna, srednja splošna";18075
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Višješolska, visokošolska - Skupaj";11026
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 1. stopnje ipd.";5771
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 2. stopnje ipd.";4807
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 3. stopnje ipd.";448
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Brez izobrazbe, nepopolna osnovnošolska";6767
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Osnovnošolska";28864
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednješolska - Skupaj";62112
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Nižja poklicna, srednja poklicna";29209
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednja strokovna, srednja splošna";32903
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Višješolska, visokošolska - Skupaj";22314
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 1. stopnje ipd.";11770
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 2. stopnje ipd.";9355
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 3. stopnje ipd.";1189
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Brez izobrazbe, nepopolna osnovnošolska";10093
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Osnovnošolska";85365
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednješolska - Skupaj";229722
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Nižja poklicna, srednja poklicna";80987
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednja strokovna, srednja splošna";148735
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Višješolska, visokošolska - Skupaj";125686
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 1. stopnje ipd.";49076
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 2. stopnje ipd.";61738
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 3. stopnje ipd.";14872
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Brez izobrazbe, nepopolna osnovnošolska";6051
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Osnovnošolska";36582
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednješolska - Skupaj";91921
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Nižja poklicna, srednja poklicna";38724
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednja strokovna, srednja splošna";53197
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Višješolska, visokošolska - Skupaj";37216
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 1. stopnje ipd.";17349
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 2. stopnje ipd.";17133
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 3. stopnje ipd.";2734
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Brez izobrazbe, nepopolna osnovnošolska";2065
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Osnovnošolska";10850
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednješolska - Skupaj";23106
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Nižja poklicna, srednja poklicna";10662
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednja strokovna, srednja splošna";12444
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Višješolska, visokošolska - Skupaj";8692
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 1. stopnje ipd.";4395
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 2. stopnje ipd.";3779
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 3. stopnje ipd.";518
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Brez izobrazbe, nepopolna osnovnošolska";3741
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Osnovnošolska";25845
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednješolska - Skupaj";50862
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Nižja poklicna, srednja poklicna";23264
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednja strokovna, srednja splošna";27598
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Višješolska, visokošolska - Skupaj";20521
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 1. stopnje ipd.";9650
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 2. stopnje ipd.";9707
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 3. stopnje ipd.";1164
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Brez izobrazbe, nepopolna osnovnošolska";4187
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Osnovnošolska";21084
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednješolska - Skupaj";51088
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Nižja poklicna, srednja poklicna";20579
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednja strokovna, srednja splošna";30509
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Višješolska, visokošolska - Skupaj";21134
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 1. stopnje ipd.";9903
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 2. stopnje ipd.";9798
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 3. stopnje ipd.";1433
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Brez izobrazbe, nepopolna osnovnošolska";3275
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Osnovnošolska";30312
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednješolska - Skupaj";51241
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Nižja poklicna, srednja poklicna";23713
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednja strokovna, srednja splošna";27528
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Višješolska, visokošolska - Skupaj";15956
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 1. stopnje ipd.";8386
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 2. stopnje ipd.";6771
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 3. stopnje ipd.";799
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Brez izobrazbe, nepopolna osnovnošolska";8986
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Osnovnošolska";58174
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednješolska - Skupaj";155703
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Nižja poklicna, srednja poklicna";66777
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednja strokovna, srednja splošna";88926
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Višješolska, visokošolska - Skupaj";56060
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 1. stopnje ipd.";27914
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 2. stopnje ipd.";24286
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 3. stopnje ipd.";3860
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Brez izobrazbe, nepopolna osnovnošolska";2997
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Osnovnošolska";13567
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednješolska - Skupaj";33544
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Nižja poklicna, srednja poklicna";16757
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednja strokovna, srednja splošna";16787
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Višješolska, visokošolska - Skupaj";10836
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 1. stopnje ipd.";5741
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 2. stopnje ipd.";4567
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 3. stopnje ipd.";528
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Brez izobrazbe, nepopolna osnovnošolska";7809
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Osnovnošolska";51127
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednješolska - Skupaj";115479
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Nižja poklicna, srednja poklicna";55519
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednja strokovna, srednja splošna";59960
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Višješolska, visokošolska - Skupaj";41505
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 1. stopnje ipd.";21762
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 2. stopnje ipd.";17256
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 3. stopnje ipd.";2487
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Brez izobrazbe, nepopolna osnovnošolska";2031
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Osnovnošolska";12136
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednješolska - Skupaj";26628
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Nižja poklicna, srednja poklicna";11844
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednja strokovna, srednja splošna";14784
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Višješolska, visokošolska - Skupaj";8629
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 1. stopnje ipd.";4803
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 2. stopnje ipd.";3391
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 3. stopnje ipd.";435
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Brez izobrazbe, nepopolna osnovnošolska";3285
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Osnovnošolska";15135
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednješolska - Skupaj";34889
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Nižja poklicna, srednja poklicna";16713
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednja strokovna, srednja splošna";18176
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Višješolska, visokošolska - Skupaj";11424
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 1. stopnje ipd.";6002
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 2. stopnje ipd.";4941
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 3. stopnje ipd.";481
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Brez izobrazbe, nepopolna osnovnošolska";6491
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Osnovnošolska";28128
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednješolska - Skupaj";62126
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Nižja poklicna, srednja poklicna";29099
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednja strokovna, srednja splošna";33027
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Višješolska, visokošolska - Skupaj";23318
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 1. stopnje ipd.";12393
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 2. stopnje ipd.";9662
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 3. stopnje ipd.";1263
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Brez izobrazbe, nepopolna osnovnošolska";9615
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Osnovnošolska";83611
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednješolska - Skupaj";228994
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Nižja poklicna, srednja poklicna";80976
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednja strokovna, srednja splošna";148018
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Višješolska, visokošolska - Skupaj";130185
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 1. stopnje ipd.";51539
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 2. stopnje ipd.";63231
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 3. stopnje ipd.";15415
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Brez izobrazbe, nepopolna osnovnošolska";5752
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Osnovnošolska";35490
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednješolska - Skupaj";92009
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Nižja poklicna, srednja poklicna";38618
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednja strokovna, srednja splošna";53391
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Višješolska, visokošolska - Skupaj";38366
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 1. stopnje ipd.";18032
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 2. stopnje ipd.";17466
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 3. stopnje ipd.";2868
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Brez izobrazbe, nepopolna osnovnošolska";1944
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Osnovnošolska";10537
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednješolska - Skupaj";23195
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Nižja poklicna, srednja poklicna";10691
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednja strokovna, srednja splošna";12504
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Višješolska, visokošolska - Skupaj";8946
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 1. stopnje ipd.";4555
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 2. stopnje ipd.";3840
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 3. stopnje ipd.";551
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Brez izobrazbe, nepopolna osnovnošolska";3536
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Osnovnošolska";25112
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednješolska - Skupaj";50840
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Nižja poklicna, srednja poklicna";23223
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednja strokovna, srednja splošna";27617
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Višješolska, visokošolska - Skupaj";21322
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 1. stopnje ipd.";10174
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 2. stopnje ipd.";9918
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 3. stopnje ipd.";1230
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Brez izobrazbe, nepopolna osnovnošolska";4007
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Osnovnošolska";20551
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednješolska - Skupaj";51184
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Nižja poklicna, srednja poklicna";20499
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednja strokovna, srednja splošna";30685
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Višješolska, visokošolska - Skupaj";21811
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 1. stopnje ipd.";10240
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 2. stopnje ipd.";10039
"2016";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 3. stopnje ipd.";1532
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Brez izobrazbe, nepopolna osnovnošolska";3146
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Osnovnošolska";29344
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednješolska - Skupaj";50922
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Nižja poklicna, srednja poklicna";23526
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednja strokovna, srednja splošna";27396
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Višješolska, visokošolska - Skupaj";16816
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 1. stopnje ipd.";8775
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 2. stopnje ipd.";7126
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 3. stopnje ipd.";915
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Brez izobrazbe, nepopolna osnovnošolska";8605
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Osnovnošolska";56541
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednješolska - Skupaj";154358
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Nižja poklicna, srednja poklicna";66274
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednja strokovna, srednja splošna";88084
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Višješolska, visokošolska - Skupaj";58578
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 1. stopnje ipd.";28941
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 2. stopnje ipd.";25248
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 3. stopnje ipd.";4389
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Brez izobrazbe, nepopolna osnovnošolska";2861
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Osnovnošolska";13128
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednješolska - Skupaj";33329
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Nižja poklicna, srednja poklicna";16690
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednja strokovna, srednja splošna";16639
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Višješolska, visokošolska - Skupaj";11307
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 1. stopnje ipd.";6006
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 2. stopnje ipd.";4677
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 3. stopnje ipd.";624
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Brez izobrazbe, nepopolna osnovnošolska";7502
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Osnovnošolska";49787
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednješolska - Skupaj";115263
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Nižja poklicna, srednja poklicna";55662
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednja strokovna, srednja splošna";59601
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Višješolska, visokošolska - Skupaj";43677
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 1. stopnje ipd.";22901
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 2. stopnje ipd.";17923
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 3. stopnje ipd.";2853
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Brez izobrazbe, nepopolna osnovnošolska";1913
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Osnovnošolska";11744
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednješolska - Skupaj";26527
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Nižja poklicna, srednja poklicna";11809
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednja strokovna, srednja splošna";14718
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Višješolska, visokošolska - Skupaj";9038
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 1. stopnje ipd.";4989
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 2. stopnje ipd.";3556
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 3. stopnje ipd.";493
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Brez izobrazbe, nepopolna osnovnošolska";3152
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Osnovnošolska";14693
"2017";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednješolska - Skupaj";34667
