"Prebivalstvo, staro 15 ali veè let, po izobrazbi, petletnih starostnih skupinah in spolu, statistiène regije, letno"

"LETO";"SPOL";"STAROST";"STATISTIÈNA REGIJA";"IZOBRAZBA";Prebivalstvo, staro 15 ali veè let
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednješolska - Skupaj";229934
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Nižja poklicna, srednja poklicna";82650
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednja strokovna, srednja splošna";147284
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Višješolska, visokošolska - Skupaj";144510
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 1. stopnje ipd.";57738
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 2. stopnje ipd.";68895
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 3. stopnje ipd.";17877
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Brez izobrazbe, nepopolna osnovnošolska";4868
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Osnovnošolska";33259
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednješolska - Skupaj";91977
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Nižja poklicna, srednja poklicna";38447
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednja strokovna, srednja splošna";53530
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Višješolska, visokošolska - Skupaj";41888
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 1. stopnje ipd.";19783
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 2. stopnje ipd.";18776
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 3. stopnje ipd.";3329
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Brez izobrazbe, nepopolna osnovnošolska";1555
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Osnovnošolska";9698
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednješolska - Skupaj";23365
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Nižja poklicna, srednja poklicna";10724
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednja strokovna, srednja splošna";12641
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Višješolska, visokošolska - Skupaj";9801
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 1. stopnje ipd.";4981
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 2. stopnje ipd.";4193
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 3. stopnje ipd.";627
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Brez izobrazbe, nepopolna osnovnošolska";2980
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Osnovnošolska";22951
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednješolska - Skupaj";51098
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Nižja poklicna, srednja poklicna";23471
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednja strokovna, srednja splošna";27627
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Višješolska, visokošolska - Skupaj";23146
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 1. stopnje ipd.";11038
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 2. stopnje ipd.";10669
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 3. stopnje ipd.";1439
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Brez izobrazbe, nepopolna osnovnošolska";3450
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Osnovnošolska";19060
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednješolska - Skupaj";52322
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Nižja poklicna, srednja poklicna";21011
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednja strokovna, srednja splošna";31311
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Višješolska, visokošolska - Skupaj";24012
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 1. stopnje ipd.";11364
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 2. stopnje ipd.";10823
"2019";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 3. stopnje ipd.";1825
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Brez izobrazbe, nepopolna osnovnošolska";2734
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Osnovnošolska";27163
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednješolska - Skupaj";51471
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Nižja poklicna, srednja poklicna";23579
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednja strokovna, srednja splošna";27892
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Višješolska, visokošolska - Skupaj";17736
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 1. stopnje ipd.";9340
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 2. stopnje ipd.";7452
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 3. stopnje ipd.";944
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Brez izobrazbe, nepopolna osnovnošolska";7691
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Osnovnošolska";52660
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednješolska - Skupaj";157804
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Nižja poklicna, srednja poklicna";68405
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednja strokovna, srednja splošna";89399
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Višješolska, visokošolska - Skupaj";62679
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 1. stopnje ipd.";31260
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 2. stopnje ipd.";26755
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 3. stopnje ipd.";4664
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Brez izobrazbe, nepopolna osnovnošolska";2475
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Osnovnošolska";12147
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednješolska - Skupaj";33966
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Nižja poklicna, srednja poklicna";16957
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednja strokovna, srednja splošna";17009
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Višješolska, visokošolska - Skupaj";11983
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 1. stopnje ipd.";6415
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 2. stopnje ipd.";4919
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 3. stopnje ipd.";649
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Brez izobrazbe, nepopolna osnovnošolska";6838
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Osnovnošolska";46779
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednješolska - Skupaj";118374
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Nižja poklicna, srednja poklicna";57487
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednja strokovna, srednja splošna";60887
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Višješolska, visokošolska - Skupaj";46880
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 1. stopnje ipd.";24643
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 2. stopnje ipd.";19174
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 3. stopnje ipd.";3063
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Brez izobrazbe, nepopolna osnovnošolska";1660
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Osnovnošolska";10865
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednješolska - Skupaj";26743
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Nižja poklicna, srednja poklicna";11832
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednja strokovna, srednja splošna";14911
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Višješolska, visokošolska - Skupaj";9631
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 1. stopnje ipd.";5306
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 2. stopnje ipd.";3810
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 3. stopnje ipd.";515
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Brez izobrazbe, nepopolna osnovnošolska";2783
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Osnovnošolska";13778
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednješolska - Skupaj";35321
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Nižja poklicna, srednja poklicna";16906
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednja strokovna, srednja splošna";18415
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Višješolska, visokošolska - Skupaj";12747
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 1. stopnje ipd.";6687
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 2. stopnje ipd.";5471
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 3. stopnje ipd.";589
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Brez izobrazbe, nepopolna osnovnošolska";5401
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Osnovnošolska";25982
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednješolska - Skupaj";64106
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Nižja poklicna, srednja poklicna";29885
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednja strokovna, srednja splošna";34221
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Višješolska, visokošolska - Skupaj";26173
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 1. stopnje ipd.";13858
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 2. stopnje ipd.";10824
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 3. stopnje ipd.";1491
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Brez izobrazbe, nepopolna osnovnošolska";8558
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Osnovnošolska";78199
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednješolska - Skupaj";232725
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Nižja poklicna, srednja poklicna";83776
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednja strokovna, srednja splošna";148949
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Višješolska, visokošolska - Skupaj";147292
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 1. stopnje ipd.";59243
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 2. stopnje ipd.";69890
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 3. stopnje ipd.";18159
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Brez izobrazbe, nepopolna osnovnošolska";4717
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Osnovnošolska";33851
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednješolska - Skupaj";92468
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Nižja poklicna, srednja poklicna";38545
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednja strokovna, srednja splošna";53923
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Višješolska, visokošolska - Skupaj";42784
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 1. stopnje ipd.";20334
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 2. stopnje ipd.";19089
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 3. stopnje ipd.";3361
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Brez izobrazbe, nepopolna osnovnošolska";1520
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Osnovnošolska";9630
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednješolska - Skupaj";23573
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Nižja poklicna, srednja poklicna";10861
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednja strokovna, srednja splošna";12712
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Višješolska, visokošolska - Skupaj";9990
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 1. stopnje ipd.";5093
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 2. stopnje ipd.";4253
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 3. stopnje ipd.";644
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Brez izobrazbe, nepopolna osnovnošolska";2931
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Osnovnošolska";22776
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednješolska - Skupaj";51286
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Nižja poklicna, srednja poklicna";23602
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednja strokovna, srednja splošna";27684
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Višješolska, visokošolska - Skupaj";23537
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 1. stopnje ipd.";11278
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 2. stopnje ipd.";10807
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 3. stopnje ipd.";1452
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Brez izobrazbe, nepopolna osnovnošolska";3299
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Osnovnošolska";19133
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednješolska - Skupaj";52763
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Nižja poklicna, srednja poklicna";21153
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednja strokovna, srednja splošna";31610
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Višješolska, visokošolska - Skupaj";24457
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 1. stopnje ipd.";11586
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 2. stopnje ipd.";11005
"2020";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 3. stopnje ipd.";1866
