"Priseljeni prebivalci po državi prejšnjega prebivališèa, državljanstvu in starostnih skupinah, Slovenija, letno"

"LETO";"DRŽAVLJANSTVO";"DRŽAVA PREJŠNJEGA PREBIVALIŠÈA";"STAROSTNE SKUPINE";Priseljeni prebivalci
"2018";"Tuji državljani";"....Slovaška";"25-29";13
"2018";"Tuji državljani";"....Slovaška";"30-34";12
"2018";"Tuji državljani";"....Slovaška";"35-39";5
"2018";"Tuji državljani";"....Slovaška";"40-44";10
"2018";"Tuji državljani";"....Slovaška";"45-49";1
"2018";"Tuji državljani";"....Slovaška";"50-54";3
"2018";"Tuji državljani";"....Slovaška";"55-59";3
"2018";"Tuji državljani";"....Slovaška";"60-64";1
"2018";"Tuji državljani";"....Slovaška";"65 +";1
"2018";"Tuji državljani";"....Združeno kraljestvo";"0-14";9
"2018";"Tuji državljani";"....Združeno kraljestvo";"15-19";0
"2018";"Tuji državljani";"....Združeno kraljestvo";"20-24";7
"2018";"Tuji državljani";"....Združeno kraljestvo";"25-29";8
"2018";"Tuji državljani";"....Združeno kraljestvo";"30-34";9
"2018";"Tuji državljani";"....Združeno kraljestvo";"35-39";11
"2018";"Tuji državljani";"....Združeno kraljestvo";"40-44";14
"2018";"Tuji državljani";"....Združeno kraljestvo";"45-49";8
"2018";"Tuji državljani";"....Združeno kraljestvo";"50-54";21
"2018";"Tuji državljani";"....Združeno kraljestvo";"55-59";7
"2018";"Tuji državljani";"....Združeno kraljestvo";"60-64";10
"2018";"Tuji državljani";"....Združeno kraljestvo";"65 +";14
"2018";"Tuji državljani";"....ostale države èlanice EU";"0-14";37
"2018";"Tuji državljani";"....ostale države èlanice EU";"15-19";13
"2018";"Tuji državljani";"....ostale države èlanice EU";"20-24";40
"2018";"Tuji državljani";"....ostale države èlanice EU";"25-29";76
"2018";"Tuji državljani";"....ostale države èlanice EU";"30-34";78
"2018";"Tuji državljani";"....ostale države èlanice EU";"35-39";57
"2018";"Tuji državljani";"....ostale države èlanice EU";"40-44";35
"2018";"Tuji državljani";"....ostale države èlanice EU";"45-49";39
"2018";"Tuji državljani";"....ostale države èlanice EU";"50-54";25
"2018";"Tuji državljani";"....ostale države èlanice EU";"55-59";25
"2018";"Tuji državljani";"....ostale države èlanice EU";"60-64";8
"2018";"Tuji državljani";"....ostale države èlanice EU";"65 +";16
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"0-14";168
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"15-19";48
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"20-24";49
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"25-29";86
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"30-34";105
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"35-39";126
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"40-44";107
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"45-49";79
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"50-54";58
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"55-59";47
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"60-64";26
"2018";"Tuji državljani";"- Druge evropske države - SKUPAJ";"65 +";31
"2018";"Tuji državljani";"....Ruska federacija";"0-14";119
"2018";"Tuji državljani";"....Ruska federacija";"15-19";31
"2018";"Tuji državljani";"....Ruska federacija";"20-24";24
"2018";"Tuji državljani";"....Ruska federacija";"25-29";40
"2018";"Tuji državljani";"....Ruska federacija";"30-34";49
"2018";"Tuji državljani";"....Ruska federacija";"35-39";75
"2018";"Tuji državljani";"....Ruska federacija";"40-44";57
"2018";"Tuji državljani";"....Ruska federacija";"45-49";50
"2018";"Tuji državljani";"....Ruska federacija";"50-54";39
"2018";"Tuji državljani";"....Ruska federacija";"55-59";24
"2018";"Tuji državljani";"....Ruska federacija";"60-64";13
"2018";"Tuji državljani";"....Ruska federacija";"65 +";23
"2018";"Tuji državljani";"....Švica";"0-14";0
"2018";"Tuji državljani";"....Švica";"15-19";0
"2018";"Tuji državljani";"....Švica";"20-24";1
"2018";"Tuji državljani";"....Švica";"25-29";0
"2018";"Tuji državljani";"....Švica";"30-34";0
"2018";"Tuji državljani";"....Švica";"35-39";1
"2018";"Tuji državljani";"....Švica";"40-44";1
"2018";"Tuji državljani";"....Švica";"45-49";0
"2018";"Tuji državljani";"....Švica";"50-54";0
"2018";"Tuji državljani";"....Švica";"55-59";1
"2018";"Tuji državljani";"....Švica";"60-64";3
"2018";"Tuji državljani";"....Švica";"65 +";4
"2018";"Tuji državljani";"....Ukrajina";"0-14";44
"2018";"Tuji državljani";"....Ukrajina";"15-19";16
"2018";"Tuji državljani";"....Ukrajina";"20-24";18
"2018";"Tuji državljani";"....Ukrajina";"25-29";33
"2018";"Tuji državljani";"....Ukrajina";"30-34";44
"2018";"Tuji državljani";"....Ukrajina";"35-39";41
"2018";"Tuji državljani";"....Ukrajina";"40-44";39
"2018";"Tuji državljani";"....Ukrajina";"45-49";25
"2018";"Tuji državljani";"....Ukrajina";"50-54";15
"2018";"Tuji državljani";"....Ukrajina";"55-59";19
"2018";"Tuji državljani";"....Ukrajina";"60-64";10
"2018";"Tuji državljani";"....Ukrajina";"65 +";3
"2018";"Tuji državljani";"....ostale evropske države";"0-14";5
"2018";"Tuji državljani";"....ostale evropske države";"15-19";1
"2018";"Tuji državljani";"....ostale evropske države";"20-24";6
"2018";"Tuji državljani";"....ostale evropske države";"25-29";13
"2018";"Tuji državljani";"....ostale evropske države";"30-34";12
"2018";"Tuji državljani";"....ostale evropske države";"35-39";9
"2018";"Tuji državljani";"....ostale evropske države";"40-44";10
"2018";"Tuji državljani";"....ostale evropske države";"45-49";4
"2018";"Tuji državljani";"....ostale evropske države";"50-54";4
"2018";"Tuji državljani";"....ostale evropske države";"55-59";3
"2018";"Tuji državljani";"....ostale evropske države";"60-64";0
"2018";"Tuji državljani";"....ostale evropske države";"65 +";1
"2018";"Tuji državljani";"AFRIKA";"0-14";3
"2018";"Tuji državljani";"AFRIKA";"15-19";2
"2018";"Tuji državljani";"AFRIKA";"20-24";21
"2018";"Tuji državljani";"AFRIKA";"25-29";32
"2018";"Tuji državljani";"AFRIKA";"30-34";20
"2018";"Tuji državljani";"AFRIKA";"35-39";18
"2018";"Tuji državljani";"AFRIKA";"40-44";9
"2018";"Tuji državljani";"AFRIKA";"45-49";2
"2018";"Tuji državljani";"AFRIKA";"50-54";5
"2018";"Tuji državljani";"AFRIKA";"55-59";7
"2018";"Tuji državljani";"AFRIKA";"60-64";5
"2018";"Tuji državljani";"AFRIKA";"65 +";3
"2018";"Tuji državljani";"AZIJA";"0-14";84
"2018";"Tuji državljani";"AZIJA";"15-19";21
"2018";"Tuji državljani";"AZIJA";"20-24";74
"2018";"Tuji državljani";"AZIJA";"25-29";101
"2018";"Tuji državljani";"AZIJA";"30-34";91
"2018";"Tuji državljani";"AZIJA";"35-39";85
"2018";"Tuji državljani";"AZIJA";"40-44";48
"2018";"Tuji državljani";"AZIJA";"45-49";37
"2018";"Tuji državljani";"AZIJA";"50-54";16
"2018";"Tuji državljani";"AZIJA";"55-59";7
"2018";"Tuji državljani";"AZIJA";"60-64";8
"2018";"Tuji državljani";"AZIJA";"65 +";8
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"0-14";18
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"15-19";5
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"20-24";14
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"25-29";35
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"30-34";21
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"35-39";21
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"40-44";8
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"45-49";11
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"50-54";3
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"55-59";7
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"60-64";7
"2018";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"65 +";6
"2018";"Tuji državljani";"JUŽNA AMERIKA";"0-14";2
"2018";"Tuji državljani";"JUŽNA AMERIKA";"15-19";4
"2018";"Tuji državljani";"JUŽNA AMERIKA";"20-24";7
"2018";"Tuji državljani";"JUŽNA AMERIKA";"25-29";7
"2018";"Tuji državljani";"JUŽNA AMERIKA";"30-34";12
"2018";"Tuji državljani";"JUŽNA AMERIKA";"35-39";11
"2018";"Tuji državljani";"JUŽNA AMERIKA";"40-44";6
"2018";"Tuji državljani";"JUŽNA AMERIKA";"45-49";3
"2018";"Tuji državljani";"JUŽNA AMERIKA";"50-54";5
"2018";"Tuji državljani";"JUŽNA AMERIKA";"55-59";0
"2018";"Tuji državljani";"JUŽNA AMERIKA";"60-64";1
"2018";"Tuji državljani";"JUŽNA AMERIKA";"65 +";1
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"0-14";0
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"15-19";0
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"20-24";2
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"25-29";3
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"30-34";2
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"35-39";4
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"40-44";1
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"45-49";1
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"50-54";2
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"55-59";1
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"60-64";1
"2018";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"65 +";2
"2019";"Tuji državljani";"....Bosna in Hercegovina";"0-14";1476
"2019";"Tuji državljani";"....Bosna in Hercegovina";"15-19";705
"2019";"Tuji državljani";"....Bosna in Hercegovina";"20-24";3154
"2019";"Tuji državljani";"....Bosna in Hercegovina";"25-29";2365
"2019";"Tuji državljani";"....Bosna in Hercegovina";"30-34";1925
"2019";"Tuji državljani";"....Bosna in Hercegovina";"35-39";1642
"2019";"Tuji državljani";"....Bosna in Hercegovina";"40-44";1133
"2019";"Tuji državljani";"....Bosna in Hercegovina";"45-49";750
"2019";"Tuji državljani";"....Bosna in Hercegovina";"50-54";431
"2019";"Tuji državljani";"....Bosna in Hercegovina";"55-59";192
"2019";"Tuji državljani";"....Bosna in Hercegovina";"60-64";54
"2019";"Tuji državljani";"....Bosna in Hercegovina";"65 +";36
"2019";"Tuji državljani";"....Èrna gora";"0-14";1
"2019";"Tuji državljani";"....Èrna gora";"15-19";8
"2019";"Tuji državljani";"....Èrna gora";"20-24";39
"2019";"Tuji državljani";"....Èrna gora";"25-29";24
"2019";"Tuji državljani";"....Èrna gora";"30-34";9
"2019";"Tuji državljani";"....Èrna gora";"35-39";11
"2019";"Tuji državljani";"....Èrna gora";"40-44";8
"2019";"Tuji državljani";"....Èrna gora";"45-49";5
"2019";"Tuji državljani";"....Èrna gora";"50-54";5
"2019";"Tuji državljani";"....Èrna gora";"55-59";2
"2019";"Tuji državljani";"....Èrna gora";"60-64";3
"2019";"Tuji državljani";"....Èrna gora";"65 +";2
"2019";"Tuji državljani";"....Kosovo";"0-14";362
"2019";"Tuji državljani";"....Kosovo";"15-19";208
"2019";"Tuji državljani";"....Kosovo";"20-24";710
"2019";"Tuji državljani";"....Kosovo";"25-29";781
"2019";"Tuji državljani";"....Kosovo";"30-34";552
"2019";"Tuji državljani";"....Kosovo";"35-39";376
"2019";"Tuji državljani";"....Kosovo";"40-44";237
"2019";"Tuji državljani";"....Kosovo";"45-49";148
"2019";"Tuji državljani";"....Kosovo";"50-54";62
"2019";"Tuji državljani";"....Kosovo";"55-59";19
"2019";"Tuji državljani";"....Kosovo";"60-64";10
"2019";"Tuji državljani";"....Kosovo";"65 +";11
"2019";"Tuji državljani";"....Severna Makedonija";"0-14";191
"2019";"Tuji državljani";"....Severna Makedonija";"15-19";181
"2019";"Tuji državljani";"....Severna Makedonija";"20-24";367
"2019";"Tuji državljani";"....Severna Makedonija";"25-29";272
"2019";"Tuji državljani";"....Severna Makedonija";"30-34";152
"2019";"Tuji državljani";"....Severna Makedonija";"35-39";141
"2019";"Tuji državljani";"....Severna Makedonija";"40-44";137
"2019";"Tuji državljani";"....Severna Makedonija";"45-49";118
"2019";"Tuji državljani";"....Severna Makedonija";"50-54";83
"2019";"Tuji državljani";"....Severna Makedonija";"55-59";37
"2019";"Tuji državljani";"....Severna Makedonija";"60-64";15
"2019";"Tuji državljani";"....Severna Makedonija";"65 +";11
"2019";"Tuji državljani";"....Srbija";"0-14";232
"2019";"Tuji državljani";"....Srbija";"15-19";110
"2019";"Tuji državljani";"....Srbija";"20-24";400
"2019";"Tuji državljani";"....Srbija";"25-29";511
"2019";"Tuji državljani";"....Srbija";"30-34";558
"2019";"Tuji državljani";"....Srbija";"35-39";560
"2019";"Tuji državljani";"....Srbija";"40-44";567
"2019";"Tuji državljani";"....Srbija";"45-49";393
"2019";"Tuji državljani";"....Srbija";"50-54";294
"2019";"Tuji državljani";"....Srbija";"55-59";145
"2019";"Tuji državljani";"....Srbija";"60-64";46
"2019";"Tuji državljani";"....Srbija";"65 +";21
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"0-14";138
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"15-19";100
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"20-24";302
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"25-29";372
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"30-34";354
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"35-39";317
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"40-44";298
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"45-49";265
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"50-54";192
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"55-59";153
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"60-64";103
"2019";"Tuji državljani";" - Države EU - SKUPAJ";"65 +";165
"2019";"Tuji državljani";"....Avstrija";"0-14";1
"2019";"Tuji državljani";"....Avstrija";"15-19";3
"2019";"Tuji državljani";"....Avstrija";"20-24";6
"2019";"Tuji državljani";"....Avstrija";"25-29";3
"2019";"Tuji državljani";"....Avstrija";"30-34";4
"2019";"Tuji državljani";"....Avstrija";"35-39";6
"2019";"Tuji državljani";"....Avstrija";"40-44";4
"2019";"Tuji državljani";"....Avstrija";"45-49";8
"2019";"Tuji državljani";"....Avstrija";"50-54";5
"2019";"Tuji državljani";"....Avstrija";"55-59";3
"2019";"Tuji državljani";"....Avstrija";"60-64";7
"2019";"Tuji državljani";"....Avstrija";"65 +";13
"2019";"Tuji državljani";"....Belgija";"0-14";1
"2019";"Tuji državljani";"....Belgija";"15-19";1
"2019";"Tuji državljani";"....Belgija";"20-24";2
"2019";"Tuji državljani";"....Belgija";"25-29";5
"2019";"Tuji državljani";"....Belgija";"30-34";4
"2019";"Tuji državljani";"....Belgija";"35-39";2
"2019";"Tuji državljani";"....Belgija";"40-44";2
"2019";"Tuji državljani";"....Belgija";"45-49";1
"2019";"Tuji državljani";"....Belgija";"50-54";1
"2019";"Tuji državljani";"....Belgija";"55-59";3
"2019";"Tuji državljani";"....Belgija";"60-64";3
"2019";"Tuji državljani";"....Belgija";"65 +";1
"2019";"Tuji državljani";"....Bolgarija";"0-14";14
"2019";"Tuji državljani";"....Bolgarija";"15-19";14
"2019";"Tuji državljani";"....Bolgarija";"20-24";64
"2019";"Tuji državljani";"....Bolgarija";"25-29";60
"2019";"Tuji državljani";"....Bolgarija";"30-34";71
"2019";"Tuji državljani";"....Bolgarija";"35-39";65
"2019";"Tuji državljani";"....Bolgarija";"40-44";67
"2019";"Tuji državljani";"....Bolgarija";"45-49";73
"2019";"Tuji državljani";"....Bolgarija";"50-54";42
"2019";"Tuji državljani";"....Bolgarija";"55-59";25
"2019";"Tuji državljani";"....Bolgarija";"60-64";15
"2019";"Tuji državljani";"....Bolgarija";"65 +";3
"2019";"Tuji državljani";"....Hrvaška";"0-14";41
"2019";"Tuji državljani";"....Hrvaška";"15-19";51
"2019";"Tuji državljani";"....Hrvaška";"20-24";154
"2019";"Tuji državljani";"....Hrvaška";"25-29";168
"2019";"Tuji državljani";"....Hrvaška";"30-34";138
"2019";"Tuji državljani";"....Hrvaška";"35-39";118
"2019";"Tuji državljani";"....Hrvaška";"40-44";105
"2019";"Tuji državljani";"....Hrvaška";"45-49";64
"2019";"Tuji državljani";"....Hrvaška";"50-54";57
"2019";"Tuji državljani";"....Hrvaška";"55-59";37
"2019";"Tuji državljani";"....Hrvaška";"60-64";19
"2019";"Tuji državljani";"....Hrvaška";"65 +";37
"2019";"Tuji državljani";"....Italija";"0-14";27
"2019";"Tuji državljani";"....Italija";"15-19";12
"2019";"Tuji državljani";"....Italija";"20-24";29
"2019";"Tuji državljani";"....Italija";"25-29";30
"2019";"Tuji državljani";"....Italija";"30-34";33
"2019";"Tuji državljani";"....Italija";"35-39";37
"2019";"Tuji državljani";"....Italija";"40-44";40
"2019";"Tuji državljani";"....Italija";"45-49";53
"2019";"Tuji državljani";"....Italija";"50-54";42
"2019";"Tuji državljani";"....Italija";"55-59";42
"2019";"Tuji državljani";"....Italija";"60-64";22
"2019";"Tuji državljani";"....Italija";"65 +";50
"2019";"Tuji državljani";"....Nemèija";"0-14";2
"2019";"Tuji državljani";"....Nemèija";"15-19";2
"2019";"Tuji državljani";"....Nemèija";"20-24";2
"2019";"Tuji državljani";"....Nemèija";"25-29";11
"2019";"Tuji državljani";"....Nemèija";"30-34";18
"2019";"Tuji državljani";"....Nemèija";"35-39";12
"2019";"Tuji državljani";"....Nemèija";"40-44";15
"2019";"Tuji državljani";"....Nemèija";"45-49";17
"2019";"Tuji državljani";"....Nemèija";"50-54";14
"2019";"Tuji državljani";"....Nemèija";"55-59";13
"2019";"Tuji državljani";"....Nemèija";"60-64";15
"2019";"Tuji državljani";"....Nemèija";"65 +";29
"2019";"Tuji državljani";"....Slovaška";"0-14";4
"2019";"Tuji državljani";"....Slovaška";"15-19";2
"2019";"Tuji državljani";"....Slovaška";"20-24";4
"2019";"Tuji državljani";"....Slovaška";"25-29";13
"2019";"Tuji državljani";"....Slovaška";"30-34";14
"2019";"Tuji državljani";"....Slovaška";"35-39";5
"2019";"Tuji državljani";"....Slovaška";"40-44";2
"2019";"Tuji državljani";"....Slovaška";"45-49";3
"2019";"Tuji državljani";"....Slovaška";"50-54";5
"2019";"Tuji državljani";"....Slovaška";"55-59";2
"2019";"Tuji državljani";"....Slovaška";"60-64";2
"2019";"Tuji državljani";"....Slovaška";"65 +";2
"2019";"Tuji državljani";"....Združeno kraljestvo";"0-14";5
"2019";"Tuji državljani";"....Združeno kraljestvo";"15-19";2
"2019";"Tuji državljani";"....Združeno kraljestvo";"20-24";10
"2019";"Tuji državljani";"....Združeno kraljestvo";"25-29";11
"2019";"Tuji državljani";"....Združeno kraljestvo";"30-34";11
"2019";"Tuji državljani";"....Združeno kraljestvo";"35-39";8
"2019";"Tuji državljani";"....Združeno kraljestvo";"40-44";14
"2019";"Tuji državljani";"....Združeno kraljestvo";"45-49";8
"2019";"Tuji državljani";"....Združeno kraljestvo";"50-54";7
"2019";"Tuji državljani";"....Združeno kraljestvo";"55-59";13
"2019";"Tuji državljani";"....Združeno kraljestvo";"60-64";10
"2019";"Tuji državljani";"....Združeno kraljestvo";"65 +";11
"2019";"Tuji državljani";"....ostale države èlanice EU";"0-14";43
"2019";"Tuji državljani";"....ostale države èlanice EU";"15-19";13
"2019";"Tuji državljani";"....ostale države èlanice EU";"20-24";31
"2019";"Tuji državljani";"....ostale države èlanice EU";"25-29";71
"2019";"Tuji državljani";"....ostale države èlanice EU";"30-34";61
"2019";"Tuji državljani";"....ostale države èlanice EU";"35-39";64
"2019";"Tuji državljani";"....ostale države èlanice EU";"40-44";49
"2019";"Tuji državljani";"....ostale države èlanice EU";"45-49";38
"2019";"Tuji državljani";"....ostale države èlanice EU";"50-54";19
"2019";"Tuji državljani";"....ostale države èlanice EU";"55-59";15
"2019";"Tuji državljani";"....ostale države èlanice EU";"60-64";10
"2019";"Tuji državljani";"....ostale države èlanice EU";"65 +";19
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"0-14";161
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"15-19";37
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"20-24";52
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"25-29";79
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"30-34";102
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"35-39";121
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"40-44";91
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"45-49";72
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"50-54";50
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"55-59";24
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"60-64";12
"2019";"Tuji državljani";"- Druge evropske države - SKUPAJ";"65 +";20
"2019";"Tuji državljani";"....Ruska federacija";"0-14";102
"2019";"Tuji državljani";"....Ruska federacija";"15-19";18
"2019";"Tuji državljani";"....Ruska federacija";"20-24";18
"2019";"Tuji državljani";"....Ruska federacija";"25-29";29
"2019";"Tuji državljani";"....Ruska federacija";"30-34";49
"2019";"Tuji državljani";"....Ruska federacija";"35-39";69
"2019";"Tuji državljani";"....Ruska federacija";"40-44";57
"2019";"Tuji državljani";"....Ruska federacija";"45-49";46
"2019";"Tuji državljani";"....Ruska federacija";"50-54";37
"2019";"Tuji državljani";"....Ruska federacija";"55-59";13
"2019";"Tuji državljani";"....Ruska federacija";"60-64";5
"2019";"Tuji državljani";"....Ruska federacija";"65 +";10
"2019";"Tuji državljani";"....Švica";"0-14";5
"2019";"Tuji državljani";"....Švica";"15-19";1
"2019";"Tuji državljani";"....Švica";"20-24";0
"2019";"Tuji državljani";"....Švica";"25-29";1
"2019";"Tuji državljani";"....Švica";"30-34";2
"2019";"Tuji državljani";"....Švica";"35-39";4
"2019";"Tuji državljani";"....Švica";"40-44";1
"2019";"Tuji državljani";"....Švica";"45-49";3
"2019";"Tuji državljani";"....Švica";"50-54";4
"2019";"Tuji državljani";"....Švica";"55-59";0
"2019";"Tuji državljani";"....Švica";"60-64";1
"2019";"Tuji državljani";"....Švica";"65 +";4
"2019";"Tuji državljani";"....Ukrajina";"0-14";41
"2019";"Tuji državljani";"....Ukrajina";"15-19";13
"2019";"Tuji državljani";"....Ukrajina";"20-24";24
"2019";"Tuji državljani";"....Ukrajina";"25-29";33
"2019";"Tuji državljani";"....Ukrajina";"30-34";38
"2019";"Tuji državljani";"....Ukrajina";"35-39";41
"2019";"Tuji državljani";"....Ukrajina";"40-44";27
"2019";"Tuji državljani";"....Ukrajina";"45-49";16
"2019";"Tuji državljani";"....Ukrajina";"50-54";7
"2019";"Tuji državljani";"....Ukrajina";"55-59";11
"2019";"Tuji državljani";"....Ukrajina";"60-64";4
"2019";"Tuji državljani";"....Ukrajina";"65 +";5
"2019";"Tuji državljani";"....ostale evropske države";"0-14";13
"2019";"Tuji državljani";"....ostale evropske države";"15-19";5
"2019";"Tuji državljani";"....ostale evropske države";"20-24";10
"2019";"Tuji državljani";"....ostale evropske države";"25-29";16
"2019";"Tuji državljani";"....ostale evropske države";"30-34";13
"2019";"Tuji državljani";"....ostale evropske države";"35-39";7
"2019";"Tuji državljani";"....ostale evropske države";"40-44";6
"2019";"Tuji državljani";"....ostale evropske države";"45-49";7
"2019";"Tuji državljani";"....ostale evropske države";"50-54";2
"2019";"Tuji državljani";"....ostale evropske države";"55-59";0
"2019";"Tuji državljani";"....ostale evropske države";"60-64";2
"2019";"Tuji državljani";"....ostale evropske države";"65 +";1
"2019";"Tuji državljani";"AFRIKA";"0-14";6
"2019";"Tuji državljani";"AFRIKA";"15-19";3
"2019";"Tuji državljani";"AFRIKA";"20-24";15
"2019";"Tuji državljani";"AFRIKA";"25-29";27
"2019";"Tuji državljani";"AFRIKA";"30-34";15
"2019";"Tuji državljani";"AFRIKA";"35-39";9
"2019";"Tuji državljani";"AFRIKA";"40-44";8
"2019";"Tuji državljani";"AFRIKA";"45-49";5
"2019";"Tuji državljani";"AFRIKA";"50-54";4
"2019";"Tuji državljani";"AFRIKA";"55-59";5
"2019";"Tuji državljani";"AFRIKA";"60-64";1
"2019";"Tuji državljani";"AFRIKA";"65 +";1
"2019";"Tuji državljani";"AZIJA";"0-14";69
"2019";"Tuji državljani";"AZIJA";"15-19";23
"2019";"Tuji državljani";"AZIJA";"20-24";71
"2019";"Tuji državljani";"AZIJA";"25-29";98
"2019";"Tuji državljani";"AZIJA";"30-34";119
"2019";"Tuji državljani";"AZIJA";"35-39";95
"2019";"Tuji državljani";"AZIJA";"40-44";74
"2019";"Tuji državljani";"AZIJA";"45-49";41
"2019";"Tuji državljani";"AZIJA";"50-54";31
"2019";"Tuji državljani";"AZIJA";"55-59";15
"2019";"Tuji državljani";"AZIJA";"60-64";10
"2019";"Tuji državljani";"AZIJA";"65 +";10
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"0-14";8
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"15-19";1
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"20-24";7
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"25-29";16
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"30-34";13
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"35-39";12
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"40-44";4
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"45-49";5
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"50-54";1
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"55-59";1
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"60-64";0
"2019";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"65 +";1
"2019";"Tuji državljani";"JUŽNA AMERIKA";"0-14";11
"2019";"Tuji državljani";"JUŽNA AMERIKA";"15-19";6
"2019";"Tuji državljani";"JUŽNA AMERIKA";"20-24";6
"2019";"Tuji državljani";"JUŽNA AMERIKA";"25-29";17
"2019";"Tuji državljani";"JUŽNA AMERIKA";"30-34";23
"2019";"Tuji državljani";"JUŽNA AMERIKA";"35-39";25
"2019";"Tuji državljani";"JUŽNA AMERIKA";"40-44";16
"2019";"Tuji državljani";"JUŽNA AMERIKA";"45-49";5
"2019";"Tuji državljani";"JUŽNA AMERIKA";"50-54";6
"2019";"Tuji državljani";"JUŽNA AMERIKA";"55-59";5
"2019";"Tuji državljani";"JUŽNA AMERIKA";"60-64";6
"2019";"Tuji državljani";"JUŽNA AMERIKA";"65 +";12
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"0-14";0
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"15-19";0
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"20-24";2
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"25-29";4
