"Priseljeni prebivalci po državi prejšnjega prebivališèa, državljanstvu in starostnih skupinah, Slovenija, letno"

"LETO";"DRŽAVLJANSTVO";"DRŽAVA PREJŠNJEGA PREBIVALIŠÈA";"STAROSTNE SKUPINE";Priseljeni prebivalci
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"25-29";2
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"30-34";0
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"35-39";8
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"40-44";2
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"45-49";0
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"50-54";0
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"55-59";2
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"60-64";1
"2013";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"65 +";1
"2014";"Tuji državljani";"....Bosna in Hercegovina";"0-14";561
"2014";"Tuji državljani";"....Bosna in Hercegovina";"15-19";274
"2014";"Tuji državljani";"....Bosna in Hercegovina";"20-24";465
"2014";"Tuji državljani";"....Bosna in Hercegovina";"25-29";552
"2014";"Tuji državljani";"....Bosna in Hercegovina";"30-34";462
"2014";"Tuji državljani";"....Bosna in Hercegovina";"35-39";365
"2014";"Tuji državljani";"....Bosna in Hercegovina";"40-44";246
"2014";"Tuji državljani";"....Bosna in Hercegovina";"45-49";195
"2014";"Tuji državljani";"....Bosna in Hercegovina";"50-54";147
"2014";"Tuji državljani";"....Bosna in Hercegovina";"55-59";67
"2014";"Tuji državljani";"....Bosna in Hercegovina";"60-64";20
"2014";"Tuji državljani";"....Bosna in Hercegovina";"65 +";27
"2014";"Tuji državljani";"....Èrna gora";"0-14";5
"2014";"Tuji državljani";"....Èrna gora";"15-19";4
"2014";"Tuji državljani";"....Èrna gora";"20-24";24
"2014";"Tuji državljani";"....Èrna gora";"25-29";15
"2014";"Tuji državljani";"....Èrna gora";"30-34";15
"2014";"Tuji državljani";"....Èrna gora";"35-39";7
"2014";"Tuji državljani";"....Èrna gora";"40-44";5
"2014";"Tuji državljani";"....Èrna gora";"45-49";4
"2014";"Tuji državljani";"....Èrna gora";"50-54";1
"2014";"Tuji državljani";"....Èrna gora";"55-59";1
"2014";"Tuji državljani";"....Èrna gora";"60-64";0
"2014";"Tuji državljani";"....Èrna gora";"65 +";2
"2014";"Tuji državljani";"....Kosovo";"0-14";410
"2014";"Tuji državljani";"....Kosovo";"15-19";188
"2014";"Tuji državljani";"....Kosovo";"20-24";193
"2014";"Tuji državljani";"....Kosovo";"25-29";208
"2014";"Tuji državljani";"....Kosovo";"30-34";145
"2014";"Tuji državljani";"....Kosovo";"35-39";106
"2014";"Tuji državljani";"....Kosovo";"40-44";80
"2014";"Tuji državljani";"....Kosovo";"45-49";48
"2014";"Tuji državljani";"....Kosovo";"50-54";26
"2014";"Tuji državljani";"....Kosovo";"55-59";9
"2014";"Tuji državljani";"....Kosovo";"60-64";3
"2014";"Tuji državljani";"....Kosovo";"65 +";9
"2014";"Tuji državljani";"....Severna Makedonija";"0-14";127
"2014";"Tuji državljani";"....Severna Makedonija";"15-19";91
"2014";"Tuji državljani";"....Severna Makedonija";"20-24";189
"2014";"Tuji državljani";"....Severna Makedonija";"25-29";131
"2014";"Tuji državljani";"....Severna Makedonija";"30-34";85
"2014";"Tuji državljani";"....Severna Makedonija";"35-39";66
"2014";"Tuji državljani";"....Severna Makedonija";"40-44";59
"2014";"Tuji državljani";"....Severna Makedonija";"45-49";61
"2014";"Tuji državljani";"....Severna Makedonija";"50-54";33
"2014";"Tuji državljani";"....Severna Makedonija";"55-59";15
"2014";"Tuji državljani";"....Severna Makedonija";"60-64";6
"2014";"Tuji državljani";"....Severna Makedonija";"65 +";8
"2014";"Tuji državljani";"....Srbija";"0-14";105
"2014";"Tuji državljani";"....Srbija";"15-19";34
"2014";"Tuji državljani";"....Srbija";"20-24";114
"2014";"Tuji državljani";"....Srbija";"25-29";169
"2014";"Tuji državljani";"....Srbija";"30-34";192
"2014";"Tuji državljani";"....Srbija";"35-39";153
"2014";"Tuji državljani";"....Srbija";"40-44";152
"2014";"Tuji državljani";"....Srbija";"45-49";114
"2014";"Tuji državljani";"....Srbija";"50-54";79
"2014";"Tuji državljani";"....Srbija";"55-59";46
"2014";"Tuji državljani";"....Srbija";"60-64";22
"2014";"Tuji državljani";"....Srbija";"65 +";23
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"0-14";147
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"15-19";94
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"20-24";374
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"25-29";445
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"30-34";415
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"35-39";355
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"40-44";308
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"45-49";265
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"50-54";222
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"55-59";154
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"60-64";87
"2014";"Tuji državljani";" - Države EU - SKUPAJ";"65 +";182
"2014";"Tuji državljani";"....Avstrija";"0-14";5
"2014";"Tuji državljani";"....Avstrija";"15-19";2
"2014";"Tuji državljani";"....Avstrija";"20-24";5
"2014";"Tuji državljani";"....Avstrija";"25-29";1
"2014";"Tuji državljani";"....Avstrija";"30-34";8
"2014";"Tuji državljani";"....Avstrija";"35-39";10
"2014";"Tuji državljani";"....Avstrija";"40-44";6
"2014";"Tuji državljani";"....Avstrija";"45-49";5
"2014";"Tuji državljani";"....Avstrija";"50-54";5
"2014";"Tuji državljani";"....Avstrija";"55-59";9
"2014";"Tuji državljani";"....Avstrija";"60-64";10
"2014";"Tuji državljani";"....Avstrija";"65 +";12
"2014";"Tuji državljani";"....Belgija";"0-14";0
"2014";"Tuji državljani";"....Belgija";"15-19";0
"2014";"Tuji državljani";"....Belgija";"20-24";2
"2014";"Tuji državljani";"....Belgija";"25-29";2
"2014";"Tuji državljani";"....Belgija";"30-34";0
"2014";"Tuji državljani";"....Belgija";"35-39";2
"2014";"Tuji državljani";"....Belgija";"40-44";2
"2014";"Tuji državljani";"....Belgija";"45-49";2
"2014";"Tuji državljani";"....Belgija";"50-54";0
"2014";"Tuji državljani";"....Belgija";"55-59";1
"2014";"Tuji državljani";"....Belgija";"60-64";1
"2014";"Tuji državljani";"....Belgija";"65 +";1
"2014";"Tuji državljani";"....Bolgarija";"0-14";12
"2014";"Tuji državljani";"....Bolgarija";"15-19";7
"2014";"Tuji državljani";"....Bolgarija";"20-24";93
"2014";"Tuji državljani";"....Bolgarija";"25-29";118
"2014";"Tuji državljani";"....Bolgarija";"30-34";101
"2014";"Tuji državljani";"....Bolgarija";"35-39";95
"2014";"Tuji državljani";"....Bolgarija";"40-44";101
"2014";"Tuji državljani";"....Bolgarija";"45-49";82
"2014";"Tuji državljani";"....Bolgarija";"50-54";44
"2014";"Tuji državljani";"....Bolgarija";"55-59";16
"2014";"Tuji državljani";"....Bolgarija";"60-64";3
"2014";"Tuji državljani";"....Bolgarija";"65 +";0
"2014";"Tuji državljani";"....Hrvaška";"0-14";45
"2014";"Tuji državljani";"....Hrvaška";"15-19";49
"2014";"Tuji državljani";"....Hrvaška";"20-24";157
"2014";"Tuji državljani";"....Hrvaška";"25-29";164
"2014";"Tuji državljani";"....Hrvaška";"30-34";153
"2014";"Tuji državljani";"....Hrvaška";"35-39";119
"2014";"Tuji državljani";"....Hrvaška";"40-44";71
"2014";"Tuji državljani";"....Hrvaška";"45-49";58
"2014";"Tuji državljani";"....Hrvaška";"50-54";69
"2014";"Tuji državljani";"....Hrvaška";"55-59";61
"2014";"Tuji državljani";"....Hrvaška";"60-64";20
"2014";"Tuji državljani";"....Hrvaška";"65 +";50
"2014";"Tuji državljani";"....Italija";"0-14";24
"2014";"Tuji državljani";"....Italija";"15-19";22
"2014";"Tuji državljani";"....Italija";"20-24";43
"2014";"Tuji državljani";"....Italija";"25-29";43
"2014";"Tuji državljani";"....Italija";"30-34";48
"2014";"Tuji državljani";"....Italija";"35-39";33
"2014";"Tuji državljani";"....Italija";"40-44";60
"2014";"Tuji državljani";"....Italija";"45-49";58
"2014";"Tuji državljani";"....Italija";"50-54";50
"2014";"Tuji državljani";"....Italija";"55-59";33
"2014";"Tuji državljani";"....Italija";"60-64";19
"2014";"Tuji državljani";"....Italija";"65 +";43
"2014";"Tuji državljani";"....Nemèija";"0-14";11
"2014";"Tuji državljani";"....Nemèija";"15-19";0
"2014";"Tuji državljani";"....Nemèija";"20-24";1
"2014";"Tuji državljani";"....Nemèija";"25-29";5
"2014";"Tuji državljani";"....Nemèija";"30-34";9
"2014";"Tuji državljani";"....Nemèija";"35-39";14
"2014";"Tuji državljani";"....Nemèija";"40-44";14
"2014";"Tuji državljani";"....Nemèija";"45-49";12
"2014";"Tuji državljani";"....Nemèija";"50-54";9
"2014";"Tuji državljani";"....Nemèija";"55-59";6
"2014";"Tuji državljani";"....Nemèija";"60-64";20
"2014";"Tuji državljani";"....Nemèija";"65 +";50
"2014";"Tuji državljani";"....Slovaška";"0-14";2
"2014";"Tuji državljani";"....Slovaška";"15-19";4
"2014";"Tuji državljani";"....Slovaška";"20-24";25
"2014";"Tuji državljani";"....Slovaška";"25-29";22
"2014";"Tuji državljani";"....Slovaška";"30-34";19
"2014";"Tuji državljani";"....Slovaška";"35-39";13
"2014";"Tuji državljani";"....Slovaška";"40-44";11
"2014";"Tuji državljani";"....Slovaška";"45-49";8
"2014";"Tuji državljani";"....Slovaška";"50-54";12
"2014";"Tuji državljani";"....Slovaška";"55-59";3
"2014";"Tuji državljani";"....Slovaška";"60-64";0
"2014";"Tuji državljani";"....Slovaška";"65 +";0
"2014";"Tuji državljani";"....Združeno kraljestvo";"0-14";8
"2014";"Tuji državljani";"....Združeno kraljestvo";"15-19";2
"2014";"Tuji državljani";"....Združeno kraljestvo";"20-24";2
"2014";"Tuji državljani";"....Združeno kraljestvo";"25-29";6
"2014";"Tuji državljani";"....Združeno kraljestvo";"30-34";3
"2014";"Tuji državljani";"....Združeno kraljestvo";"35-39";7
"2014";"Tuji državljani";"....Združeno kraljestvo";"40-44";5
"2014";"Tuji državljani";"....Združeno kraljestvo";"45-49";7
"2014";"Tuji državljani";"....Združeno kraljestvo";"50-54";9
"2014";"Tuji državljani";"....Združeno kraljestvo";"55-59";6
"2014";"Tuji državljani";"....Združeno kraljestvo";"60-64";6
"2014";"Tuji državljani";"....Združeno kraljestvo";"65 +";7
"2014";"Tuji državljani";"....ostale države èlanice EU";"0-14";40
"2014";"Tuji državljani";"....ostale države èlanice EU";"15-19";8
"2014";"Tuji državljani";"....ostale države èlanice EU";"20-24";46
"2014";"Tuji državljani";"....ostale države èlanice EU";"25-29";84
"2014";"Tuji državljani";"....ostale države èlanice EU";"30-34";74
"2014";"Tuji državljani";"....ostale države èlanice EU";"35-39";62
"2014";"Tuji državljani";"....ostale države èlanice EU";"40-44";38
"2014";"Tuji državljani";"....ostale države èlanice EU";"45-49";33
"2014";"Tuji državljani";"....ostale države èlanice EU";"50-54";24
"2014";"Tuji državljani";"....ostale države èlanice EU";"55-59";19
"2014";"Tuji državljani";"....ostale države èlanice EU";"60-64";8
"2014";"Tuji državljani";"....ostale države èlanice EU";"65 +";19
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"0-14";157
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"15-19";33
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"20-24";33
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"25-29";73
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"30-34";110
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"35-39";82
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"40-44";92
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"45-49";78
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"50-54";51
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"55-59";31
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"60-64";19
"2014";"Tuji državljani";"- Druge evropske države - SKUPAJ";"65 +";22
"2014";"Tuji državljani";"....Ruska federacija";"0-14";98
"2014";"Tuji državljani";"....Ruska federacija";"15-19";20
"2014";"Tuji državljani";"....Ruska federacija";"20-24";14
"2014";"Tuji državljani";"....Ruska federacija";"25-29";37
"2014";"Tuji državljani";"....Ruska federacija";"30-34";56
"2014";"Tuji državljani";"....Ruska federacija";"35-39";55
"2014";"Tuji državljani";"....Ruska federacija";"40-44";67
"2014";"Tuji državljani";"....Ruska federacija";"45-49";59
"2014";"Tuji državljani";"....Ruska federacija";"50-54";30
"2014";"Tuji državljani";"....Ruska federacija";"55-59";25
"2014";"Tuji državljani";"....Ruska federacija";"60-64";16
"2014";"Tuji državljani";"....Ruska federacija";"65 +";10
"2014";"Tuji državljani";"....Švica";"0-14";0
"2014";"Tuji državljani";"....Švica";"15-19";0
"2014";"Tuji državljani";"....Švica";"20-24";1
"2014";"Tuji državljani";"....Švica";"25-29";0
"2014";"Tuji državljani";"....Švica";"30-34";5
"2014";"Tuji državljani";"....Švica";"35-39";4
"2014";"Tuji državljani";"....Švica";"40-44";2
"2014";"Tuji državljani";"....Švica";"45-49";1
"2014";"Tuji državljani";"....Švica";"50-54";2
"2014";"Tuji državljani";"....Švica";"55-59";0
"2014";"Tuji državljani";"....Švica";"60-64";1
"2014";"Tuji državljani";"....Švica";"65 +";4
"2014";"Tuji državljani";"....Ukrajina";"0-14";51
"2014";"Tuji državljani";"....Ukrajina";"15-19";9
"2014";"Tuji državljani";"....Ukrajina";"20-24";13
"2014";"Tuji državljani";"....Ukrajina";"25-29";26
"2014";"Tuji državljani";"....Ukrajina";"30-34";41
"2014";"Tuji državljani";"....Ukrajina";"35-39";22
"2014";"Tuji državljani";"....Ukrajina";"40-44";16
"2014";"Tuji državljani";"....Ukrajina";"45-49";16
"2014";"Tuji državljani";"....Ukrajina";"50-54";16
"2014";"Tuji državljani";"....Ukrajina";"55-59";4
"2014";"Tuji državljani";"....Ukrajina";"60-64";1
"2014";"Tuji državljani";"....Ukrajina";"65 +";6
"2014";"Tuji državljani";"....ostale evropske države";"0-14";8
"2014";"Tuji državljani";"....ostale evropske države";"15-19";4
"2014";"Tuji državljani";"....ostale evropske države";"20-24";5
"2014";"Tuji državljani";"....ostale evropske države";"25-29";10
"2014";"Tuji državljani";"....ostale evropske države";"30-34";8
"2014";"Tuji državljani";"....ostale evropske države";"35-39";1
"2014";"Tuji državljani";"....ostale evropske države";"40-44";7
"2014";"Tuji državljani";"....ostale evropske države";"45-49";2
"2014";"Tuji državljani";"....ostale evropske države";"50-54";3
"2014";"Tuji državljani";"....ostale evropske države";"55-59";2
"2014";"Tuji državljani";"....ostale evropske države";"60-64";1
"2014";"Tuji državljani";"....ostale evropske države";"65 +";2
"2014";"Tuji državljani";"AFRIKA";"0-14";13
"2014";"Tuji državljani";"AFRIKA";"15-19";5
"2014";"Tuji državljani";"AFRIKA";"20-24";11
"2014";"Tuji državljani";"AFRIKA";"25-29";23
"2014";"Tuji državljani";"AFRIKA";"30-34";18
"2014";"Tuji državljani";"AFRIKA";"35-39";5
"2014";"Tuji državljani";"AFRIKA";"40-44";4
"2014";"Tuji državljani";"AFRIKA";"45-49";3
"2014";"Tuji državljani";"AFRIKA";"50-54";0
"2014";"Tuji državljani";"AFRIKA";"55-59";0
"2014";"Tuji državljani";"AFRIKA";"60-64";1
"2014";"Tuji državljani";"AFRIKA";"65 +";1
"2014";"Tuji državljani";"AZIJA";"0-14";33
"2014";"Tuji državljani";"AZIJA";"15-19";16
"2014";"Tuji državljani";"AZIJA";"20-24";36
"2014";"Tuji državljani";"AZIJA";"25-29";45
"2014";"Tuji državljani";"AZIJA";"30-34";45
"2014";"Tuji državljani";"AZIJA";"35-39";44
"2014";"Tuji državljani";"AZIJA";"40-44";24
"2014";"Tuji državljani";"AZIJA";"45-49";19
"2014";"Tuji državljani";"AZIJA";"50-54";11
"2014";"Tuji državljani";"AZIJA";"55-59";6
"2014";"Tuji državljani";"AZIJA";"60-64";5
"2014";"Tuji državljani";"AZIJA";"65 +";2
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"0-14";15
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"15-19";9
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"20-24";9
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"25-29";13
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"30-34";18
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"35-39";16
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"40-44";8
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"45-49";5
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"50-54";4
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"55-59";0
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"60-64";5
"2014";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"65 +";5
"2014";"Tuji državljani";"JUŽNA AMERIKA";"0-14";5
"2014";"Tuji državljani";"JUŽNA AMERIKA";"15-19";0
"2014";"Tuji državljani";"JUŽNA AMERIKA";"20-24";1
"2014";"Tuji državljani";"JUŽNA AMERIKA";"25-29";9
"2014";"Tuji državljani";"JUŽNA AMERIKA";"30-34";9
"2014";"Tuji državljani";"JUŽNA AMERIKA";"35-39";4
"2014";"Tuji državljani";"JUŽNA AMERIKA";"40-44";1
"2014";"Tuji državljani";"JUŽNA AMERIKA";"45-49";0
"2014";"Tuji državljani";"JUŽNA AMERIKA";"50-54";0
"2014";"Tuji državljani";"JUŽNA AMERIKA";"55-59";0
"2014";"Tuji državljani";"JUŽNA AMERIKA";"60-64";1
"2014";"Tuji državljani";"JUŽNA AMERIKA";"65 +";1
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"0-14";0
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"15-19";0
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"20-24";1
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"25-29";3
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"30-34";2
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"35-39";2
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"40-44";0
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"45-49";0
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"50-54";0
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"55-59";0
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"60-64";0
"2014";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"65 +";3
"2015";"Tuji državljani";"....Bosna in Hercegovina";"0-14";797
"2015";"Tuji državljani";"....Bosna in Hercegovina";"15-19";376
"2015";"Tuji državljani";"....Bosna in Hercegovina";"20-24";649
"2015";"Tuji državljani";"....Bosna in Hercegovina";"25-29";755
"2015";"Tuji državljani";"....Bosna in Hercegovina";"30-34";660
"2015";"Tuji državljani";"....Bosna in Hercegovina";"35-39";510
"2015";"Tuji državljani";"....Bosna in Hercegovina";"40-44";355
"2015";"Tuji državljani";"....Bosna in Hercegovina";"45-49";280
"2015";"Tuji državljani";"....Bosna in Hercegovina";"50-54";192
"2015";"Tuji državljani";"....Bosna in Hercegovina";"55-59";95
"2015";"Tuji državljani";"....Bosna in Hercegovina";"60-64";30
"2015";"Tuji državljani";"....Bosna in Hercegovina";"65 +";26
"2015";"Tuji državljani";"....Èrna gora";"0-14";1
"2015";"Tuji državljani";"....Èrna gora";"15-19";3
"2015";"Tuji državljani";"....Èrna gora";"20-24";18
"2015";"Tuji državljani";"....Èrna gora";"25-29";11
"2015";"Tuji državljani";"....Èrna gora";"30-34";11
"2015";"Tuji državljani";"....Èrna gora";"35-39";12
"2015";"Tuji državljani";"....Èrna gora";"40-44";2
"2015";"Tuji državljani";"....Èrna gora";"45-49";5
"2015";"Tuji državljani";"....Èrna gora";"50-54";3
"2015";"Tuji državljani";"....Èrna gora";"55-59";0
"2015";"Tuji državljani";"....Èrna gora";"60-64";0
"2015";"Tuji državljani";"....Èrna gora";"65 +";2
"2015";"Tuji državljani";"....Kosovo";"0-14";496
"2015";"Tuji državljani";"....Kosovo";"15-19";200
"2015";"Tuji državljani";"....Kosovo";"20-24";203
"2015";"Tuji državljani";"....Kosovo";"25-29";205
"2015";"Tuji državljani";"....Kosovo";"30-34";133
"2015";"Tuji državljani";"....Kosovo";"35-39";102
"2015";"Tuji državljani";"....Kosovo";"40-44";101
"2015";"Tuji državljani";"....Kosovo";"45-49";55
"2015";"Tuji državljani";"....Kosovo";"50-54";28
"2015";"Tuji državljani";"....Kosovo";"55-59";16
"2015";"Tuji državljani";"....Kosovo";"60-64";6
"2015";"Tuji državljani";"....Kosovo";"65 +";7
"2015";"Tuji državljani";"....Severna Makedonija";"0-14";135
"2015";"Tuji državljani";"....Severna Makedonija";"15-19";90
"2015";"Tuji državljani";"....Severna Makedonija";"20-24";168
"2015";"Tuji državljani";"....Severna Makedonija";"25-29";114
"2015";"Tuji državljani";"....Severna Makedonija";"30-34";76
"2015";"Tuji državljani";"....Severna Makedonija";"35-39";56
"2015";"Tuji državljani";"....Severna Makedonija";"40-44";55
"2015";"Tuji državljani";"....Severna Makedonija";"45-49";42
"2015";"Tuji državljani";"....Severna Makedonija";"50-54";22
"2015";"Tuji državljani";"....Severna Makedonija";"55-59";16
"2015";"Tuji državljani";"....Severna Makedonija";"60-64";2
"2015";"Tuji državljani";"....Severna Makedonija";"65 +";11
"2015";"Tuji državljani";"....Srbija";"0-14";93
"2015";"Tuji državljani";"....Srbija";"15-19";41
"2015";"Tuji državljani";"....Srbija";"20-24";91
"2015";"Tuji državljani";"....Srbija";"25-29";192
"2015";"Tuji državljani";"....Srbija";"30-34";244
"2015";"Tuji državljani";"....Srbija";"35-39";178
"2015";"Tuji državljani";"....Srbija";"40-44";159
"2015";"Tuji državljani";"....Srbija";"45-49";133
"2015";"Tuji državljani";"....Srbija";"50-54";93
"2015";"Tuji državljani";"....Srbija";"55-59";38
"2015";"Tuji državljani";"....Srbija";"60-64";20
"2015";"Tuji državljani";"....Srbija";"65 +";11
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"0-14";135
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"15-19";75
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"20-24";262
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"25-29";376
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"30-34";303
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"35-39";353
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"40-44";272
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"45-49";240
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"50-54";182
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"55-59";137
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"60-64";84
"2015";"Tuji državljani";" - Države EU - SKUPAJ";"65 +";172
"2015";"Tuji državljani";"....Avstrija";"0-14";1
"2015";"Tuji državljani";"....Avstrija";"15-19";0
"2015";"Tuji državljani";"....Avstrija";"20-24";4
"2015";"Tuji državljani";"....Avstrija";"25-29";3
"2015";"Tuji državljani";"....Avstrija";"30-34";5
"2015";"Tuji državljani";"....Avstrija";"35-39";4
"2015";"Tuji državljani";"....Avstrija";"40-44";6
"2015";"Tuji državljani";"....Avstrija";"45-49";4
"2015";"Tuji državljani";"....Avstrija";"50-54";3
"2015";"Tuji državljani";"....Avstrija";"55-59";2
"2015";"Tuji državljani";"....Avstrija";"60-64";5
"2015";"Tuji državljani";"....Avstrija";"65 +";20
"2015";"Tuji državljani";"....Belgija";"0-14";0
"2015";"Tuji državljani";"....Belgija";"15-19";0
"2015";"Tuji državljani";"....Belgija";"20-24";0
"2015";"Tuji državljani";"....Belgija";"25-29";0
"2015";"Tuji državljani";"....Belgija";"30-34";1
"2015";"Tuji državljani";"....Belgija";"35-39";0
"2015";"Tuji državljani";"....Belgija";"40-44";1
"2015";"Tuji državljani";"....Belgija";"45-49";1
"2015";"Tuji državljani";"....Belgija";"50-54";1
"2015";"Tuji državljani";"....Belgija";"55-59";0
"2015";"Tuji državljani";"....Belgija";"60-64";0
"2015";"Tuji državljani";"....Belgija";"65 +";0
"2015";"Tuji državljani";"....Bolgarija";"0-14";16
"2015";"Tuji državljani";"....Bolgarija";"15-19";5
"2015";"Tuji državljani";"....Bolgarija";"20-24";45
"2015";"Tuji državljani";"....Bolgarija";"25-29";100
"2015";"Tuji državljani";"....Bolgarija";"30-34";88
"2015";"Tuji državljani";"....Bolgarija";"35-39";92
"2015";"Tuji državljani";"....Bolgarija";"40-44";74
"2015";"Tuji državljani";"....Bolgarija";"45-49";73
"2015";"Tuji državljani";"....Bolgarija";"50-54";51
"2015";"Tuji državljani";"....Bolgarija";"55-59";24
"2015";"Tuji državljani";"....Bolgarija";"60-64";10
"2015";"Tuji državljani";"....Bolgarija";"65 +";2
"2015";"Tuji državljani";"....Hrvaška";"0-14";22
"2015";"Tuji državljani";"....Hrvaška";"15-19";31
"2015";"Tuji državljani";"....Hrvaška";"20-24";136
"2015";"Tuji državljani";"....Hrvaška";"25-29";124
"2015";"Tuji državljani";"....Hrvaška";"30-34";100
"2015";"Tuji državljani";"....Hrvaška";"35-39";113
"2015";"Tuji državljani";"....Hrvaška";"40-44";64
"2015";"Tuji državljani";"....Hrvaška";"45-49";45
"2015";"Tuji državljani";"....Hrvaška";"50-54";47
"2015";"Tuji državljani";"....Hrvaška";"55-59";45
"2015";"Tuji državljani";"....Hrvaška";"60-64";17
"2015";"Tuji državljani";"....Hrvaška";"65 +";46
"2015";"Tuji državljani";"....Italija";"0-14";46
"2015";"Tuji državljani";"....Italija";"15-19";18
"2015";"Tuji državljani";"....Italija";"20-24";26
"2015";"Tuji državljani";"....Italija";"25-29";49
"2015";"Tuji državljani";"....Italija";"30-34";43
"2015";"Tuji državljani";"....Italija";"35-39";61
"2015";"Tuji državljani";"....Italija";"40-44";77
"2015";"Tuji državljani";"....Italija";"45-49";66
"2015";"Tuji državljani";"....Italija";"50-54";45
"2015";"Tuji državljani";"....Italija";"55-59";33
"2015";"Tuji državljani";"....Italija";"60-64";26
"2015";"Tuji državljani";"....Italija";"65 +";51
"2015";"Tuji državljani";"....Nemèija";"0-14";6
"2015";"Tuji državljani";"....Nemèija";"15-19";4
"2015";"Tuji državljani";"....Nemèija";"20-24";5
"2015";"Tuji državljani";"....Nemèija";"25-29";5
"2015";"Tuji državljani";"....Nemèija";"30-34";5
"2015";"Tuji državljani";"....Nemèija";"35-39";7
"2015";"Tuji državljani";"....Nemèija";"40-44";7
"2015";"Tuji državljani";"....Nemèija";"45-49";7
"2015";"Tuji državljani";"....Nemèija";"50-54";6
"2015";"Tuji državljani";"....Nemèija";"55-59";12
"2015";"Tuji državljani";"....Nemèija";"60-64";9
"2015";"Tuji državljani";"....Nemèija";"65 +";35
"2015";"Tuji državljani";"....Slovaška";"0-14";7
"2015";"Tuji državljani";"....Slovaška";"15-19";4
